编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[75170],[诉求],投诉交警无情，令河西市民彻底失去工人医院,书记信箱,what,2019-06-23,已回复,0/719
[75169],[举报],《新公交站名疑有违国家六部委&lt;通知&gt;指引》,书记信箱,TWO2,2019-06-23,已回复,1/300
[75159],[诉求],请问现在石人冲小学这样两个月后能使用？,书记信箱,mikhail,2019-06-22,已回复,0/1238
[75132],[诉求],西江三桥长洲岛内道路需要拓宽,书记信箱,561226,2019-06-21,已回复,0/273
[75123],[诉求],岑溪市欣建国际十幢三单元地基下沉和倾斜,书记信箱,美艺分色,2019-06-21,已回复,1/1139
[75118],[诉求],龙圩区水压问题,书记信箱,黄振,2019-06-21,已回复,0/143
[75116],[诉求],岑溪欣建国际二期10栋3单元楼层倾斜,书记信箱,迷失的蒲公英,2019-06-21,已回复,0/322
[75107],[诉求],外地货车办了通行证后进市区时间不合理,书记信箱,xxx159147,2019-06-21,已回复,0/903
[75105],[诉求],塘源村道路的安危,书记信箱,萌萌战斗士奇艺,2019-06-21,已回复,0/857
[75084],[诉求],为何问政编号74754举报的问题迟迟没回复？,书记信箱,平民一个,2019-06-21,已回复,0/1149
[75080],[举报],高音喇叭面包车闹巿扰民,书记信箱,huweihong.1953,2019-06-21,已回复,0/816
[75075],[诉求],城市道路建设与安全问题,书记信箱,倪先生,2019-06-21,已回复,0/253
[75069],[举报],是否有证,书记信箱,阳光下的蜜蜂,2019-06-21,已回复,0/483
[75063],[诉求],74900,书记信箱,相亲相爱一辈子,2019-06-20,已回复,0/867
[75059],[建议],洒水车上路洒水是否可以错峰工作,书记信箱,kk01,2019-06-20,已回复,0/565
[75056],[诉求],装修公司欺人太甚！,书记信箱,dan654321,2019-06-20,已回复,2/486
[75055],[诉求],时代花园城旁边菜市场脏乱差,书记信箱,等距离,2019-06-20,已回复,0/351
[75053],[举报],两广批发市场被自来水公司拆水表停水,书记信箱,qw12wq,2019-06-20,已回复,0/434
[75047],[诉求],矿场挖矿没有设排水道形成深坑水渗入地下从房屋边喷出,书记信箱,林莹,2019-06-20,已回复,1/222
[75041],[举报],两广市场己经停水三天了，几千居民没水用,书记信箱,whiskeylullaby,2019-06-20,已回复,0/425
[75036],[诉求],环境卫生,书记信箱,梁翠柳,2019-06-20,已回复,0/543
[75034],[诉求],207国道问题,书记信箱,沙头果农,2019-06-20,已回复,0/830
[75016],[举报],幸福里二期停车场营业性质，每天晚上车警笛长鸣，,书记信箱,h23060742,2019-06-20,已回复,0/730
[75013],[诉求],破烂的骑楼城,书记信箱,view1699,2019-06-20,已回复,0/580
[75010],[诉求],噪音扰民,书记信箱,科南,2019-06-19,已回复,0/348
[75007],[诉求],藤县旺角新城消房管消房箱问题,书记信箱,凤。凤,2019-06-19,已回复,0/331
[75004],[建议],我为梧州旧城建设献一策,书记信箱,逍遥虎,2019-06-19,已回复,1/872
[75002],[举报],请求书记援助,书记信箱,swimmingboy,2019-06-19,已回复,1/462
[74995],[诉求],龙圩公交车租用搭某厂员工下班市民苦等,书记信箱,帅野,2019-06-19,已回复,0/625
[74986],[举报],红岭一号一期14栋房号104,304进行非法午托,书记信箱,wuzhoushiminba,2019-06-19,已回复,0/818
[74977],[诉求],要求将岑红路口道路规划公示,书记信箱,岑溪天潮,2019-06-19,已回复,1/432
[74926],[举报],质疑物业的资质问题，望相关部门进行调查审核问题,书记信箱,天堂鸟的等后,2019-06-18,已回复,0/732
[74922],[举报],嘉洋物业欺人太甚！,书记信箱,我要问政！,2019-06-18,已回复,1/910
[74919],[举报],晚晚占道经营噪声扰民！楼上居民不用睡！！,书记信箱,梧州段正淳,2019-06-18,已回复,0/651
[74918],[咨询],事业单位人员驻非贫困村第一书记有何政策优惠,书记信箱,石龙冲,2019-06-18,已回复,1/2912
[74906],[诉求],大都会恒乐物业,书记信箱,874883509,2019-06-17,已回复,8/1127
[74904],[建议],我市应当成立农业农村投资集团促进乡村振兴,书记信箱,罗乌贼王,2019-06-17,已回复,0/334
[74901],[诉求],下水道冒臭水请问哪个部门可以处理？,书记信箱,170073846,2019-06-17,已回复,0/133
[74898],[诉求],关于苍海饭堂问题,书记信箱,洪佳玲,2019-06-17,已回复,0/689
[74896],[咨询],关于银湖北路两轮车停车问题,书记信箱,markmzj,2019-06-17,已回复,0/569
[74888],[举报],噪音扰民何时了，还路于民,书记信箱,黎展英,2019-06-17,已回复,0/494
[74863],[诉求],关于梧州塘源道路日常养护的建议-续4,书记信箱,wzlmcn,2019-06-17,已回复,0/435
[74859],[举报],这算不算不作为？,书记信箱,wzcx123,2019-06-16,已回复,0/477
[74854],[诉求],社区强行上门核实住宅面积是否合法,书记信箱,舒心,2019-06-16,已回复,4/897
[74844],[举报],请书记来“幸福里一期楼下噪音重灾区”现场,书记信箱,愤怒的大鱼,2019-06-16,已回复,0/509
[74843],[举报],关于举报富民街道办乱作为的报告,书记信箱,谢家兄弟,2019-06-16,已回复,0/2574
[74832],[诉求],关于苍梧县石桥镇东掛村上仲组道路硬化及电网改造问题,书记信箱,深深的爱着你,2019-06-16,已回复,0/595
[74827],[诉求],政府职能部门，一个问政，两年多，未回复？,书记信箱,龙翔百汇业主,2019-06-15,已回复,0/606
[74826],[诉求],龙翔百汇小区，请全桂寿书记垂询调研！！,书记信箱,问题小区求助,2019-06-15,已受理,2/368
[74824],[建议],建议将龙圩防洪堤纳入市政管理范围,书记信箱,561226,2019-06-15,已回复,0/232
[74820],[建议],梧州市应当成立市科创投集团,书记信箱,罗乌贼王,2019-06-15,已回复,0/192
[74816],[诉求],金桥家园开发商不按合同办事，私自更改图纸，逾期交楼！,书记信箱,李金,2019-06-15,已回复,0/232
[74791],[举报],玫瑰湖恒祥豪苑消防问题,书记信箱,xlt1983,2019-06-15,已回复,1/288
[74781],[诉求],下冲大排档扰民,书记信箱,黄雄辉,2019-06-15,已回复,1/146
[74768],[举报],龙山C区周边违建，无法无天,触目惊心,书记信箱,龙山C区业主,2019-06-14,已回复,1/165
[74765],[举报],投诉永业大厦隔壁工地夜间施工，产生噪声严重扰民！,书记信箱,tousuren123,2019-06-14,已回复,0/111
[74761],[诉求],龙骨路的占道经营行为无人管理,书记信箱,桃桃,2019-06-14,已回复,0/116
[74759],[诉求],长洲区育才幼儿园门口垃圾场问题,书记信箱,闲来无事,2019-06-14,已回复,0/192
[74758],[举报],龙圩3路公交车太差劲了,书记信箱,帅野,2019-06-14,已回复,1/198
[74718],[诉求],灵活就业退休人员享受独生子女费问题,书记信箱,群众,2019-06-13,已回复,0/968
[74714],[举报],组织部敷衍答复,书记信箱,琪琪不明白,2019-06-13,已回复,1/1046
[74704],[举报],龙山C区违规建筑能否拆除,书记信箱,龙山里居民,2019-06-13,已回复,1/572
[74702],[举报],红安小区消防验收问题,书记信箱,黄,2019-06-13,已回复,0/881
[74699],[诉求],龙山C区肆意违建,夺走唯一消防通道,书记信箱,龙山区的居民,2019-06-13,已回复
[74696],[诉求],编号73469怎么藤县住建局还没处理,书记信箱,陆陆，陆生,2019-06-13,已回复,0/737
[74692],[建议],尽快维修破损路面,书记信箱,禅师,2019-06-13,已回复,0/505
[74678],[咨询],发放廉租房补贴,书记信箱,相亲相爱一辈子,2019-06-13,已回复,0/1089
[74677],[咨询],问政,书记信箱,相亲相爱一辈子,2019-06-13,已回复,0/856
[74660],[诉求],龙圩入大坡的路段,书记信箱,小孩子小孩子,2019-06-12,已回复,0/634
[74649],[诉求],答非所问，没有实事求是解答,书记信箱,小猪佩奇666,2019-06-12,已回复,0/429
[74631],[举报],多次上榜的嘉多利高空疯狂违建何时休,书记信箱,天下为公孙文,2019-06-12,已回复,0/456
[74629],[诉求],港航大厦牌匾年久失修，危及行人！,书记信箱,鸳江桥下鸳鸯江,2019-06-12,已回复,0/627
[74625],[诉求],没有增值税发票，上不了牌的电动车可以正常行驶吗,书记信箱,woshiwonihao,2019-06-12,已回复,0/510
[74618],[诉求],奔跑1天开不出个房改部门出具的住房状况证明,书记信箱,民生问政,2019-06-12,已回复,0/687
[74609],[诉求],藤县和平镇政府强拆，造成人员意外摔伤多处骨折崩裂,书记信箱,陆小宝,2019-06-12,已回复,2/855
[74607],[诉求],沙头镇063乡道，八份至牛步路段特别烂,书记信箱,苦命的沙头人,2019-06-11,已回复,0/374
[74601],[举报],梧州敢这样做五年，2014年北京已全面叫停全国通告,书记信箱,shizhengfuwz,2019-06-11,已回复,0/824
[74596],[建议],富民三路蚊虫严重,书记信箱,王老邪8587,2019-06-11,已回复,0/263
[74590],[诉求],红岭路臭气严重，媒体报道过，也零距离问政过，没有解决,书记信箱,20181001,2019-06-11,已回复,2/373
[74585],[举报],沙头砂场不按汛期停工，铤而走险！,书记信箱,沙头吴彦祖,2019-06-11,已回复,0/598
[74583],[举报],状告这两个工地，泥水飞溅，压坏村道！,书记信箱,沙头思艾,2019-06-11,已回复,0/478
[74582],[诉求],请给出租车一个候客和停车休息和地方,书记信箱,丰业大家,2019-06-11,已回复,0/490
[74581],[举报],私自在天台违建住房2层,书记信箱,小问,2019-06-11,已回复,0/562
[74561],[举报],路边开垦种菜导致滑坡，堪忧！,书记信箱,JUZIPI,2019-06-11,已回复,0/351
[74558],[诉求],岑溪万宝新城交房遥遥无期,书记信箱,15077446363,2019-06-11,已回复,0/1026
[74543],[诉求],世纪新城商铺电箱爆炸起火！危害上百人生命！,书记信箱,世纪新城住户,2019-06-10,已回复,1/462
[74542],[诉求],呼吁书,书记信箱,谁是谁,2019-06-10,已回复,9/1053
[74528],[诉求],藤县第一中学停车问题,书记信箱,老马识途,2019-06-10,已回复,0/266
[74527],[诉求],梧州市职业教育中心内8所中职学校的出路问题,书记信箱,梧州中职教师,2019-06-10,已回复,4/546
[74520],[咨询],廉租补贴发放,书记信箱,龙少爷,2019-06-10,已回复,0/210
[74511],[诉求],我们为农民工讨薪，谁为我们欠薪作主？,书记信箱,忧愁,2019-06-10,已回复,0/342
[74508],[诉求],关于蒙山县教育局不接受双职工子女入读小学一年级的疑问,书记信箱,阿绛,2019-06-10,已回复,1/1334
[74507],[诉求],藤县旺角新城消房管消房箱问题,书记信箱,陆陆，陆生,2019-06-10,已回复,1/665
[74492],[诉求],乡村道路建设,书记信箱,吴涛,2019-06-10,已回复,1/373
[74491],[诉求],市政道路破烂不堪,书记信箱,陈明洪,2019-06-10,已回复,0/431
[74489],[诉求],请求政府在龙圩峡顶街，龙华街安装路灯,书记信箱,牛腩面,2019-06-10,已回复,0/667
[74486],[诉求],请治理河东银信大厦和富景大厦间巷子的脏乱差,书记信箱,liletian,2019-06-10,已回复,0/391
[74474],[咨询],电动车挂了备案号还要上牌吗,书记信箱,syf139,2019-06-09,已回复,0/667
[74469],[建议],洛湛铁路,书记信箱,岑山溪水的儿女,2019-06-09,已回复,0/597
[74468],[诉求],岑溪火车站,书记信箱,岑山溪水的儿女,2019-06-09,已回复,0/685
[74459],[建议],出境何时变得这么难,书记信箱,琪琪爱思考,2019-06-09,已回复,0/401
[74454],[诉求],消防通道都塞满车，发生突发事件后果严重,书记信箱,123230660,2019-06-09,已回复,0/199
[74446],[诉求],为何老无所依？,书记信箱,ccyccyccy,2019-06-09,已回复,0/249
[74439],[咨询],岑溪市的城建还有新计划吗？,书记信箱,枫亭岚月,2019-06-08,已回复,0/1585
[74438],[咨询],发生在吉荣渔具店附近的交通事故,书记信箱,qq846054615,2019-06-08,已回复,0/212
[74433],[建议],总工会停车场为何不对社会开放？,书记信箱,nanfang123,2019-06-08,已回复,0/314
[74425],[举报],梧州高速公路服务差,书记信箱,陈胜,2019-06-08,已回复,0/215
[74417],[其它],市生态环境局是否存在懒政不作为,书记信箱,左手一个慢动作,2019-06-08,已回复,0/262
[74401],[咨询],关于拆迁补偿款被冒领的问题,书记信箱,twt,2019-06-07,已回复,0/705
[74387],[诉求],我的问政为何得不到回复,书记信箱,绿湾之梦,2019-06-07,已回复,0/586
[74386],[举报],l龙圩区龙湖西一路新记夜宵摊油烟噪音扰民,书记信箱,问政有用吗？,2019-06-07,已回复,0/271
[74383],[诉求],灏景玥城的小学生应该去哪里上学？,书记信箱,mikhail,2019-06-06,已回复,0/640
[74377],[举报],学校事件,书记信箱,小正义,2019-06-06,已回复,1/486
[74375],[建议],市政景观提升，需做好完工后的维护,书记信箱,念念,2019-06-06,已回复,0/194
[74372],[诉求],关于“编号：73261”件答复的疑问,书记信箱,51165854,2019-06-06,已回复,0/207
[74368],[诉求],建议恢复西江二路左转进入工人医院路线,书记信箱,haylxf,2019-06-06,已回复,4/1809
[74357],[举报],南站乘车严重不满,书记信箱,Huabam2,2019-06-06,已回复,1/1615
[74352],[举报],村霸当道，投诉无门,书记信箱,欧六,2019-06-06,已回复,0/1513
[74351],[举报],有争议的物业办学是否合规,书记信箱,凉凉8888,2019-06-06,已回复,0/1151
[74348],[建议],请及时完善这里的交通标识,书记信箱,cba,2019-06-06,已回复,0/1014
[74340],[诉求],电网改造问题,书记信箱,钟棣颖,2019-06-05,已回复,0/814
[74338],[举报],关于梧院贡茶饮食安全与老板人格作风问题,书记信箱,梧院老狗,2019-06-05,已回复,0/388
[74337],[诉求],地质灾害,书记信箱,万秀网友,2019-06-05,已回复,0/877
[74334],[诉求],群众向政府有关部门问政难、询证难，该怎么办？,书记信箱,小猪佩奇666,2019-06-05,已回复,0/1634
[74333],[咨询],基层街道工商所和食药监所什么时候才合并,书记信箱,黄槿,2019-06-05,已回复,0/2530
[74329],[诉求],苍梧县石桥镇政府迟迟不发棚户区改造的钱,书记信箱,xh123,2019-06-05,已回复,0/759
[74326],[诉求],再次请求公示旺城广场检测报告,书记信箱,wczy1,2019-06-05,已回复,0/554
[74318],[诉求],关于电动车装脚踏板的问题,书记信箱,怡宝,2019-06-05,已回复,0/668
[74316],[诉求],万宝交房遥遥无期,书记信箱,错愕,2019-06-05,已回复,0/932
[74315],[建议],藤县太平镇规划建设严重缺乏前瞻性,书记信箱,西江黄金水道,2019-06-05,已回复,2/10118
[74306],[咨询],我的提问很难回答吗？,书记信箱,承诺的虚假,2019-06-05,已回复,1/698
[74305],[举报],（续5）银湖南路26嘉多利花园B幢楼顶违建,书记信箱,leqaz,2019-06-05,已回复,0/407
[74287],[建议],道路维修,书记信箱,廖醒,2019-06-05,已回复,0/227
[74254],[诉求],小区楼下脏乱差，噪声扰民,书记信箱,丸子008,2019-06-04,已回复,1/354
[74226],[诉求],毅德城道路脏乱差,书记信箱,13737889933,2019-06-04,已回复,2/952
[74218],[诉求],岑溪市万象维也纳（旧阳光远景）三日停水间歇性停电,书记信箱,xjm110,2019-06-04,已回复,0/670
[74215],[诉求],为什么嘉洋大厦3年未办得不动产证？,书记信箱,我要问政！,2019-06-04,已回复,0/943
